Discipline,Event
Motorboating,"Enduance, 8-10 m, Men  (discontinued)"
Motorboating,"Endurance 10-15 m, Men  (discontinued)"
Motorboating,"A-Class (Open), Open  (discontinued)"
Motorboating,"B-Class (Under 60 feet), Open  (discontinued)"
Motorboating,"C-Class, Open  (discontinued)"
Motorcycle Sports (non-medal only),"Paris-Toulouse-Paris, Motorcycles, Men  (discontinued)"
Motorcycle Sports (non-medal only),"Reliability Contest, Motorcycles, Men  (discontinued)"
Nordic Combined,"Normal Hill / 10 km, Individual, Men"
Nordic Combined,"Large Hill / 10 km, Individual, Men"
Nordic Combined,"Team, Men"
Nordic Combined,"Medium Hill / 10 km, Individual, Boys"
Nordic Combined,"Normal Hill / 6 km, Individual, Boys"
Nordic Combined,"Normal Hill / 5 km, Individual, Boys"
Nordic Combined,"Normal Hill / 4 km, Individual, Girls"
Nordic Combined,"Team, Mixed Youth"
Nordic Combined,"Normal Hill / 4 × 3.3 km, Relay, Mixed Youth"
Nordic Combined,"Individual, Men  (discontinued)"
Nordic Combined,"Sprint, Men  (discontinued)"
Pesäpallo (non-medal only),"Pesäpallo, Men  (discontinued)"
Polo,"Exhibition, Mixed Youth"
Polo,"Polo, Men  (discontinued)"
Racquets,"Singles, Men  (discontinued)"
Racquets,"Doubles, Men  (discontinued)"
Rhythmic Gymnastics,"Individual, Women"
Rhythmic Gymnastics,"Group, Women"
Rhythmic Gymnastics,"Individual, Girls"
Rhythmic Gymnastics,"Group, Girls"
Roller Hockey (non-medal only),"Roller Hockey, Men  (discontinued)"
Roller Skating,"Combined, Boys"
Roller Skating,"Combined, Girls"
Roque,"Singles, Men  (discontinued)"
Rowing,"Single Sculls, Men"
Rowing,"Double Sculls, Men"
Rowing,"Quadruple Sculls, Men"
Rowing,"Coxless Pairs, Men"
Rowing,"Coxless Fours, Men"
Rowing,"Eights, Men"
Rowing,"Lightweight Double Sculls, Men"
Rowing,"Single Sculls, Women"
Rowing,"Double Sculls, Women"
Rowing,"Coxless Pairs, Women"
Rowing,"Quadruple Sculls, Women"
Rowing,"Coxless Fours, Women"
Rowing,"Eights, Women"
Rowing,"Lightweight Double Sculls, Women"
Rowing,"Single Sculls, Boys"
Rowing,"Coxless Pairs, Boys"
Rowing,"Single Sculls, Girls"
Rowing,"Coxless Pairs, Girls"
Rowing,"Coxed Pairs (1 kilometre), Men  (discontinued)"
Rowing,"Coxed Pairs (1 mile), Men  (discontinued)"
Rowing,"Coxed Pairs, Men  (discontinued)"
Rowing,"Coxed Fours, Men  (discontinued)"
Rowing,"Coxed Fours, Outriggers, Men  (discontinued)"
Rowing,"Coxed Fours, Inriggers, Men  (discontinued)"
Rowing,"Lightweight Coxless Fours, Men  (discontinued)"
Rowing,"6-Man Naval Rowing Boats, Men  (discontinued)"
Rowing,"17-Man Naval Rowing Boats, Men  (discontinued)"
Rowing,"Single Sculls, Intermediate, Men  (discontinued)"
Rowing,"Single Sculls, Association, Men  (discontinued)"
Rowing,"Double Sculls, Intermediate, Men  (discontinued)"
Rowing,"Coxless Pairs, Intermediate, Men  (discontinued)"
Rowing,"Coxless Fours, Intermediate, Men  (discontinued)"
Rowing,"Eights, Intermediate, Men  (discontinued)"
Rowing,"Single Pleasure Boat, Men  (discontinued)"
Rowing,"French Skiffs, Coxed Pairs, Men  (discontinued)"
Rowing,"Canoes, Men  (discontinued)"
Rowing,"French Skiffs, Coxless Fours, Men  (discontinued)"
Rowing,"Coxless Fours, Outriggers, Men  (discontinued)"
Rowing,"Coxed Fours, Women  (discontinued)"
Rowing,"Coxed Quadruple Sculls, Women  (discontinued)"
Rowing,"Lightweight Coxless Pairs, Mixed  (discontinued)"
Rowing,"Coxless Fours, Boys  (discontinued)"
Rowing,"Eights, Boys  (discontinued)"
Rugby,"Rugby, Men  (discontinued)"
Rugby Sevens,"Rugby Sevens, Men"
Rugby Sevens,"Rugby Sevens, Women"
Rugby Sevens,"Rugby Sevens, Boys"
Rugby Sevens,"Rugby Sevens, Girls"
Sailing,"Windsurfer, Men"
Sailing,"One Person Dinghy, Men"
Sailing,"Two Person Dinghy, Men"
Sailing,"Two Person Keelboat, Men"
Sailing,"Skiff, Men"
Sailing,"One Person Heavyweight Dinghy, Men"
Sailing,"Windsurfer, Women"
Sailing,"One Person Dinghy, Women"
Sailing,"Two Person Dinghy, Women"
Sailing,"Three Person Keelboat, Women"
Sailing,"Skiff, Women"
Sailing,"Multihull, Mixed"
Sailing,"Windsurfer, Boys"
Sailing,"One Person Dinghy, Boys"
Sailing,"Kiteboarding, Boys"
Sailing,"Windsurfer, Girls"
Sailing,"One Person Dinghy, Girls"
Sailing,"Kiteboarding, Girls"
Sailing,"Multihull, Mixed Youth"
Sailing,"Windsurfer, Open  (discontinued)"
Sailing,"One Person Dinghy, Open  (discontinued)"
Sailing,"Two Person Dinghy, Open  (discontinued)"
Sailing,"Two Person Keelboat, Open  (discontinued)"
Sailing,"Skiff, Open  (discontinued)"
Sailing,"Multihull, Open  (discontinued)"
Sailing,"Three Person Keelboat, Open  (discontinued)"
Sailing,"12 foot, Open  (discontinued)"
Sailing,"Two Person Heavyweight Dinghy, Open  (discontinued)"
Sailing,"18 foot, Open  (discontinued)"
Sailing,"5.5 metres, Open  (discontinued)"
Sailing,"6 metres, Open  (discontinued)"
Sailing,"6.5 metres, Open  (discontinued)"
Sailing,"7 metres, Open  (discontinued)"
Sailing,"8 metres, Open  (discontinued)"
Sailing,"10 metres, Open  (discontinued)"
Sailing,"12 metres, Open  (discontinued)"
Sailing,"30 metres², Open  (discontinued)"
Sailing,"40 metres², Open  (discontinued)"
Sailing,"Open, Open  (discontinued)"
Sailing,"0-½ Ton, Open  (discontinued)"
Sailing,"½-1 Ton, Open  (discontinued)"
Sailing,"1-2 Ton, Open  (discontinued)"
Sailing,"2-3 Ton, Open  (discontinued)"
Sailing,"3-10 Ton, Open  (discontinued)"
Sailing,"10-20 Ton, Open  (discontinued)"
Sailing,"20+ Ton, Open  (discontinued)"
Savate (non-medal only),"Savate, Men  (discontinued)"
Shooting,"Air Pistol, 10 metres, Men"
Shooting,"Rapid-Fire Pistol, 25 metres, Men"
Shooting,"Air Rifle, 10 metres, Men"
Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men"
Shooting,"Trap, Men"
Shooting,"Skeet, Men"
Shooting,"Air Pistol, 10 metres, Women"
Shooting,"Sporting Pistol, 25 metres, Women"
Shooting,"Air Rifle, 10 metres, Women"
Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women"
Shooting,"Trap, Women"
Shooting,"Skeet, Women"
Shooting,"Air Pistol, 10 metres, Team, Mixed"
Shooting,"Air Rifle, 10 metres, Team, Mixed"
Shooting,"Trap, Team, Mixed"
Shooting,"Air Pistol, 10 metres, Boys"
Shooting,"Air Rifle, 10 metres, Boys"
Shooting,"Air Pistol, 10 metres, Girls"
Shooting,"Air Rifle, 10 metres, Girls"
Shooting,"Air Rifle, 10 metres, Team, Mixed Youth"
Shooting,"Air Pistol, 10 metres, Team, Mixed Youth"
Shooting,"Military Pistol, Team, Men  (discontinued)"
Shooting,"Free Pistol, 25 metres, Men  (discontinued)"
Shooting,"Free Pistol, 30 metres, Men  (discontinued)"
Shooting,"Free Pistol, 50 yards, Men  (discontinued)"
Shooting,"Free Pistol, 50 yards, Team, Men  (discontinued)"
Shooting,"Free Pistol, 50 metres, Men  (discontinued)"
Shooting,"Free Pistol, 50 metres, Team, Men  (discontinued)"
Shooting,"Military Pistol, 25 metres, Men  (discontinued)"
Shooting,"Military Pistol, 30 metres, Men  (discontinued)"
Shooting,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men  (discontinued)"
Shooting,"Military Revolver, 20 metres, Men  (discontinued)"
Shooting,"Dueling Pistol Au Visé 20 metres, Men  (discontinued)"
Shooting,"Dueling Pistol Au Commandement, 25 metres, Men  (discontinued)"
Shooting,"Dueling Pistol, 30 metres, Men  (discontinued)"
Shooting,"Dueling Pistol, 30 metres, Team, Men  (discontinued)"
Shooting,"Muzzle-Loading Pistol, 25 metres, Men  (discontinued)"
Shooting,"Free Rifle, Three Positions, 300 metres, Men  (discontinued)"
Shooting,"Free Rifle, Three Positions, 300 metres, Team, Men  (discontinued)"
Shooting,"Free Rifle, Any Position, 300 metres, Men  (discontinued)"
Shooting,"Free Rifle, Kneeling, 300 metres, Men  (discontinued)"
Shooting,"Free Rifle, Prone, 300 metres, Men  (discontinued)"
Shooting,"Free Rifle, Prone, 600 metres, Men  (discontinued)"
Shooting,"Free Rifle, Standing, 300 metres, Men  (discontinued)"
Shooting,"Free Rifle, 400, 600 and 800 metres, Team, Men  (discontinued)"
Shooting,"Free Weapon, 200 Metres, Open, Men  (discontinued)"
Shooting,"Shooting, Unknown Event, Men  (discontinued)"
Shooting,"Free Rifle, 1,000 yards, Men  (discontinued)"
Shooting,"Military Rifle, Three Positions, 300 metres, Men  (discontinued)"
Shooting,"Krag Gun, 200 metres, Civilians, Men  (discontinued)"
Shooting,"Military Rifle, Any Position, 600 metres, Men  (discontinued)"
Shooting,"Krag Gun, 200 metres, Military, Men  (discontinued)"
Shooting,"Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres, Men  (discontinued)"
Shooting,"Krag Gun, 200 metres, Open, Men  (discontinued)"
Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men  (discontinued)"
Shooting,"Krag Gun, 400 metres, Civilians, Men  (discontinued)"
Shooting,"Krag Gun, 400 metres, Military, Men  (discontinued)"
Shooting,"Military Rifle, Prone, 300 metres, Men  (discontinued)"
Shooting,"Military Rifle, Prone, 300 metres, Team, Men  (discontinued)"
Shooting,"Krag Gun, 400 metres, Open, Men  (discontinued)"
Shooting,"Military Rifle, Prone, 600 metres, Men  (discontinued)"
Shooting,"Military Rifle, Prone, 600 metres, Team, Men  (discontinued)"
Shooting,"Military Rifle, Standing, 300 metres, Men  (discontinued)"
Shooting,"Military Rifle, Standing, 300 metres, Team, Men  (discontinued)"
Shooting,"Military Rifle, 200 metres, Men  (discontinued)"
Shooting,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men  (discontinued)"
Shooting,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men  (discontinued)"
Shooting,"Military Rifle, Prone, 300 and 600 metres, Team, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Any Position, 50 metres, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Prone, 50 metres, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Prone, 50 metres, Team, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Standing, 50 metres, Men  (discontinued)"
Shooting,"Smal-Bore Rifle, Standing, 50 metres, Team, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Prone, 50 and 100 yards, Men  (discontinued)"
Shooting,"Small-Bore Rifle, 50 and 100 yards, Team, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Disappearing Target, 25 metres, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Disappearing Target, 25 yards, Men  (discontinued)"
Shooting,"Small-Bore Rifle, Moving Target, 25 yards, Men  (discontinued)"
Shooting,"Running Target, 10 metres, Men  (discontinued)"
Shooting,"Running Target, 50 metres, Men  (discontinued)"
Shooting,"Running Target, Single Shot, Men  (discontinued)"
Shooting,"Running Target, Single Shot, Team, Men  (discontinued)"
Shooting,"Running Target, Double Shot, Men  (discontinued)"
Shooting,"Running Target, Double Shot, Team, Men  (discontinued)"
Shooting,"Running Target, Single and Double Shot, Men  (discontinued)"
Shooting,"Trap, Single Shot, 16 metres, Men  (discontinued)"
Shooting,"Trap, Double Shot, 14 metres, Men  (discontinued)"
Shooting,"Trap, Team, Men  (discontinued)"
Shooting,"Double Trap, Men  (discontinued)"
Shooting,"Unknown Event, Men  (discontinued)"
Shooting,"Double Trap, Women  (discontinued)"
Shooting,"Rapid-Fire Pistol, 25 metres, Open  (discontinued)"
Shooting,"Free Pistol, 50 metres, Open  (discontinued)"
Shooting,"Free Rifle, Three Positions, 300 metres, Open  (discontinued)"
Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Open  (discontinued)"
Shooting,"Small-Bore Rifle, Prone, 50 metres, Open  (discontinued)"
Shooting,"Running Target, 50 metres, Open  (discontinued)"
Shooting,"Trap, Open  (discontinued)"
Shooting,"Skeet, Open  (discontinued)"
Short Track Speed Skating,"500 metres, Men"
Short Track Speed Skating,"1,000 metres, Men"
Short Track Speed Skating,"1,500 metres, Men"
Short Track Speed Skating,"5,000 metres Relay, Men"
Short Track Speed Skating,"500 metres, Women"
Short Track Speed Skating,"1,000 metres, Women"
Short Track Speed Skating,"1,500 metres, Women"
Short Track Speed Skating,"3,000 metres Relay, Women"
Short Track Speed Skating,"2,000 metres Relay, Mixed"
Short Track Speed Skating,"500 metres, Boys"
Short Track Speed Skating,"1,000 metres, Boys"
Short Track Speed Skating,"1,500 metres, Boys"
Short Track Speed Skating,"500 metres, Girls"
Short Track Speed Skating,"1,000 metres, Girls"
Short Track Speed Skating,"1,500 metres, Girls"
Short Track Speed Skating,"3,000 metres Relay, Mixed Youth"
Short Track Speed Skating,"3,000 m, Men  (discontinued)"
Short Track Speed Skating,"3,000 m, Women  (discontinued)"
Skateboarding,"Street, Men"
Skateboarding,"Park, Men"
Skateboarding,"Street, Women"
Skateboarding,"Park, Women"
Skeleton,"Skeleton, Men"
Skeleton,"Skeleton, Women"
Skeleton,"Skeleton, Boys"
Skeleton,"Skeleton, Girls"
Ski Jumping,"Normal Hill, Individual, Men"
Ski Jumping,"Large Hill, Individual, Men"
Ski Jumping,"Large Hill, Team, Men"
Ski Jumping,"Normal Hill, Individual, Women"
Ski Jumping,"Normal Hill, Team, Mixed"
Ski Jumping,"Medium Hill, Individual, Boys"
Ski Jumping,"Normal Hill, Individual, Boys"
Ski Jumping,"Medium Hill, Individual, Girls"
Ski Jumping,"Normal Hill, Individual, Girls"
Ski Jumping,"Medium Hill, Team, Mixed Youth"
Ski Jumping,"Normal Hill, Team, Mixed Youth"
Ski Mountaineering,"Sprint, Boys"
Ski Mountaineering,"Individual, Boys"
Ski Mountaineering,"Sprint, Girls"
Ski Mountaineering,"Individual, Girls"
Ski Mountaineering,"Relay, Mixed Youth"
Skijoring (non-medal only),"Ski Joring, Men  (discontinued)"
Snowboarding,"Parallel Giant Slalom, Men"
Snowboarding,"Slopestyle, Men"
Snowboarding,"Halfpipe, Men"
Snowboarding,"Cross, Men"
Snowboarding,"Big Air, Men"
Snowboarding,"Parallel Giant Slalom, Women"
Snowboarding,"Slopestyle, Women"
Snowboarding,"Halfpipe, Women"
Snowboarding,"Cross, Women"
Snowboarding,"Big Air, Women"
Snowboarding,"Team Cross, Mixed"
Snowboarding,"Slopestyle, Boys"
Snowboarding,"Halfpipe, Boys"
Snowboarding,"Cross, Boys"
Snowboarding,"Big Air, Boys"
Snowboarding,"Slopestyle, Girls"
Snowboarding,"Cross, Girls"
Snowboarding,"Halfpipe, Girls"
Snowboarding,"Big Air, Girls"
Snowboarding,"Team Cross, Mixed Youth"
Snowboarding,"Giant Slalom, Men  (discontinued)"
Snowboarding,"Parallel Slalom, Men  (discontinued)"
Snowboarding,"Giant Slalom, Women  (discontinued)"
Snowboarding,"Parallel Slalom, Women  (discontinued)"
Softball,"Softball, Women"
Speed Skating,"500 metres, Men"
Speed Skating,"1,000 metres, Men"
Speed Skating,"1,500 metres, Men"
Speed Skating,"5,000 metres, Men"
Speed Skating,"10,000 metres, Men"
Speed Skating,"Mass Start, Men"
Speed Skating,"Team Pursuit (8 laps), Men"
Speed Skating,"500 metres, Women"
Speed Skating,"1,000 metres, Women"
Speed Skating,"1,500 metres, Women"
Speed Skating,"3,000 metres, Women"
Speed Skating,"5,000 metres, Women"
Speed Skating,"Mass Start, Women"
Speed Skating,"Team Pursuit (6 laps), Women"
Speed Skating,"500 metres, Boys"
Speed Skating,"1,500 metres, Boys"
Speed Skating,"3,000 metres, Boys"
Speed Skating,"Mass Start, Boys"
Speed Skating,"500 metres, Girls"
Speed Skating,"1,500 metres, Girls"
Speed Skating,"3,000 metres, Girls"
Speed Skating,"Mass Start, Girls"
Speed Skating,"Team Sprint, Mixed Youth"
Speed Skating,"Relay, Mixed Youth"
Speed Skating,"Allround, Men  (discontinued)"
Speed Skiing (non-medal only),"Individual, Men  (discontinued)"
Speed Skiing (non-medal only),"Individual, Women  (discontinued)"
Sport Climbing,"Combined, Men"
Sport Climbing,"Combined, Women"
Sport Climbing,"Combined, Boys"
Sport Climbing,"Combined, Girls"
Squash,"Exhibition, Mixed Youth"
Sumo (non-medal only),"Unknown Event, Men  (discontinued)"
Surfing,"Shortboard, Men"
Surfing,"Shortboard, Women"
Swimming,"50 metres Freestyle, Men"
Swimming,"100 metres Freestyle, Men"
Swimming,"200 metres Freestyle, Men"
Swimming,"400 metres Freestyle, Men"
Swimming,"800 metres Freestyle, Men"
Swimming,"1,500 metres Freestyle, Men"
Swimming,"4 × 100 metres Freestyle Relay, Men"
Swimming,"4 × 200 metres Freestyle Relay, Men"
Swimming,"100 metres Backstroke, Men"
Swimming,"200 metres Backstroke, Men"
Swimming,"100 metres Breaststroke, Men"
Swimming,"200 metres Breaststroke, Men"
Swimming,"100 metres Butterfly, Men"
Swimming,"200 metres Butterfly, Men"
Swimming,"200 metres Individual Medley, Men"
Swimming,"400 metres Individual Medley, Men"
Swimming,"4 × 100 metres Medley Relay, Men"
Swimming,"50 metres Freestyle, Women"
Swimming,"100 metres Freestyle, Women"
Swimming,"200 metres Freestyle, Women"
Swimming,"400 metres Freestyle, Women"
Swimming,"800 metres Freestyle, Women"
Swimming,"1,500 metres Freestyle, Women"
Swimming,"4 × 100 metres Freestyle Relay, Women"
Swimming,"4 × 200 metres Freestyle Relay, Women"
Swimming,"100 metres Backstroke, Women"
Swimming,"200 metres Backstroke, Women"
Swimming,"100 metres Breaststroke, Women"
Swimming,"200 metres Breaststroke, Women"
Swimming,"100 metres Butterfly, Women"
Swimming,"200 metres Butterfly, Women"
Swimming,"200 metres Individual Medley, Women"
Swimming,"400 metres Individual Medley, Women"
Swimming,"4 × 100 metres Medley Relay, Women"
Swimming,"4 × 100 metres Medley Relay, Mixed"
Swimming,"50 metres Freestyle, Boys"
Swimming,"100 metres Freestyle, Boys"
Swimming,"200 metres Freestyle, Boys"
Swimming,"400 metres Freestyle, Boys"
Swimming,"4 × 100 metres Freestyle Relay, Boys"
Swimming,"800 metres Freestyle, Boys"
Swimming,"50 metres Backstroke, Boys"
Swimming,"100 metres Backstroke, Boys"
Swimming,"200 metres Backstroke, Boys"
Swimming,"50 metres Breaststroke, Boys"
Swimming,"100 metres Breaststroke, Boys"
Swimming,"200 metres Breaststroke, Boys"
Swimming,"50 metres Butterfly, Boys"
Swimming,"100 metres Butterfly, Boys"
Swimming,"200 metres Butterfly, Boys"
Swimming,"200 metres Individual Medley, Boys"
Swimming,"4 × 100 metres Medley Relay, Boys"
Swimming,"50 metres Freestyle, Girls"
Swimming,"100 metres Freestyle, Girls"
Swimming,"200 metres Freestyle, Girls"
Swimming,"400 metres Freestyle, Girls"
Swimming,"800 metres Freestyle, Girls"
Swimming,"4 × 100 metres Freestyle Relay, Girls"
Swimming,"50 metres Backstroke, Girls"
Swimming,"100 metres Backstroke, Girls"
Swimming,"200 metres Backstroke, Girls"
Swimming,"50 metres Breaststroke, Girls"
Swimming,"100 metres Breaststroke, Girls"
Swimming,"200 metres Breaststroke, Girls"
Swimming,"50 metres Butterfly, Girls"
Swimming,"100 metres Butterfly, Girls"
Swimming,"200 metres Butterfly, Girls"
Swimming,"200 metres Individual Medley, Girls"
Swimming,"4 × 100 metres Medley Relay, Girls"
Swimming,"4 × 100 metres Freestyle Relay, Mixed Youth"
Swimming,"4 × 100 metres Medley Relay, Mixed Youth"
Swimming,"50 yards Freestyle, Men  (discontinued)"
Swimming,"100 yards Freestyle, Men  (discontinued)"
Swimming,"220 yards Freestyle, Men  (discontinued)"
Swimming,"440 yards Freestyle, Men  (discontinued)"
Swimming,"500 metres Freestyle, Men  (discontinued)"
Swimming,"880 yards Freestyle, Men  (discontinued)"
Swimming,"1,000 metres Freestyle, Men  (discontinued)"
Swimming,"1,200 metres Freestyle, Men  (discontinued)"
Swimming,"1 mile Freestyle, Men  (discontinued)"
Swimming,"4,000 metres Freestyle, Men  (discontinued)"
Swimming,"4 × 50 yards Freestyle Relay, Men  (discontinued)"
Swimming,"4 × 250 metres Freestyle Relay, Men  (discontinued)"
Swimming,"100 yards Backstroke, Men  (discontinued)"
Swimming,"440 yards Breaststroke, Men  (discontinued)"
Swimming,"400 metres Breaststroke, Men  (discontinued)"
Swimming,"100 metres Freestyle For Sailors, Men  (discontinued)"
Swimming,"Underwater Swimming, Men  (discontinued)"
Swimming,"Plunge For Distance, Men  (discontinued)"
Swimming,"200 metres Obstacle Course, Men  (discontinued)"
Swimming,"200 metres Team Swimming, Men  (discontinued)"
Swimming,"100 yards, Handicap, Men  (discontinued)"
Swimming,"220 yards, Handicap, Men  (discontinued)"
Swimming,"440 yards, Handicap, Men  (discontinued)"
Swimming,"880 yards, Handicap, Men  (discontinued)"
Swimming,"1 mile, Handicap, Men  (discontinued)"
Swimming,"300 metres Freestyle, Women  (discontinued)"
Table Tennis,"Singles, Men"
Table Tennis,"Team, Men"
Table Tennis,"Singles, Women"
Table Tennis,"Team, Women"
Table Tennis,"Doubles, Mixed"
Table Tennis,"Singles, Boys"
Table Tennis,"Singles, Girls"
Table Tennis,"Team, Mixed Youth"
Table Tennis,"Doubles, Men  (discontinued)"
Table Tennis,"Doubles, Women  (discontinued)"
Taekwondo,"Flyweight, Men"
Taekwondo,"Featherweight, Men"
Taekwondo,"Welterweight, Men"
Taekwondo,"Heavyweight, Men"
Taekwondo,"Flyweight, Women"
Taekwondo,"Featherweight, Women"
Taekwondo,"Welterweight, Women"
Taekwondo,"Heavyweight, Women"
Taekwondo,"≤48 kilograms, Boys"
Taekwondo,"≤55 kilograms, Boys"
Taekwondo,"≤63 kilograms, Boys"
Taekwondo,"≤73 kilograms, Boys"
Taekwondo,">73 kilograms, Boys"
Taekwondo,"≤44 kilograms, Girls"
Taekwondo,"≤49 kilograms, Girls"
Taekwondo,"≤55 kilograms, Girls"
Taekwondo,"≤63 kilograms, Girls"
Taekwondo,">63 kilograms, Girls"
Taekwondo,"Finweight, Men  (discontinued)"
Taekwondo,"Bantamweight, Men  (discontinued)"
Taekwondo,"Lightweight, Men  (discontinued)"
Taekwondo,"Middleweight, Men  (discontinued)"
Taekwondo,"Finweight, Women  (discontinued)"
Taekwondo,"Bantamweight, Women  (discontinued)"
Taekwondo,"Lightweight, Women  (discontinued)"
Taekwondo,"Middleweight, Women  (discontinued)"
Tennis,"Singles, Men"
Tennis,"Doubles, Men"
Tennis,"Singles, Women"
Tennis,"Doubles, Women"
Tennis,"Doubles, Mixed"
Tennis,"Singles, Boys"
Tennis,"Doubles, Boys"
Tennis,"Singles, Girls"
Tennis,"Doubles, Girls"
Tennis,"Doubles, Mixed Youth"
Tennis,"Singles, Covered Courts, Men  (discontinued)"
Tennis,"Doubles, Covered Courts, Men  (discontinued)"
Tennis,"Singles, Handicap, Men  (discontinued)"
Tennis,"Doubles, Handicap, Men  (discontinued)"
Tennis,"Singles, Professionals, Men  (discontinued)"
Tennis,"Doubles, Professionals, Handicap, Men  (discontinued)"
Tennis,"Singles, Covered Courts, Women  (discontinued)"
Tennis,"Singles, Handicap, Women  (discontinued)"
Tennis,"Doubles, Handicap, Mixed  (discontinued)"
Tennis,"Doubles, Covered Courts, Mixed  (discontinued)"
Trampolining,"Individual, Men"
Trampolining,"Individual, Women"
Trampolining,"Individual, Boys"
Trampolining,"Individual, Girls"
Triathlon,"Olympic Distance, Men"
Triathlon,"Olympic Distance, Women"
Triathlon,"Relay, Mixed"
Triathlon,"Sprint, Boys"
Triathlon,"Sprint, Girls"
Triathlon,"Relay, Mixed Youth"
Tug-Of-War,"Tug-Of-War, Men  (discontinued)"
Unknown Sport,"Unknown Event, Men  (discontinued)"
Volleyball,"Volleyball, Men"
Volleyball,"Volleyball, Women"
Volleyball,"Volleyball, Boys"
Volleyball,"Volleyball, Girls"
Water Polo,"Water Polo, Men"
Water Polo,"Water Polo, Women"
Waterskiing (non-medal only),"Slalom, Men  (discontinued)"
Waterskiing (non-medal only),"Tricks, Men  (discontinued)"
Waterskiing (non-medal only),"Jumping, Men  (discontinued)"
Waterskiing (non-medal only),"Slalom, Women  (discontinued)"
Waterskiing (non-medal only),"Tricks, Women  (discontinued)"
Waterskiing (non-medal only),"Jumping, Women  (discontinued)"
Weightlifting,"Featherweight, Men"
Weightlifting,"Lightweight, Men"
Weightlifting,"Middleweight, Men"
Weightlifting,"Light-Heavyweight, Men"
Weightlifting,"Middle-Heavyweight, Men"
Weightlifting,"Heavyweight, Men"
Weightlifting,"Super-Heavyweight, Men"
Weightlifting,"Flyweight, Women"
Weightlifting,"Featherweight, Women"
Weightlifting,"Lightweight, Women"
Weightlifting,"Middleweight, Women"
Weightlifting,"Light-Heavyweight, Women"
Weightlifting,"Heavyweight, Women"
Weightlifting,"Super-Heavyweight, Women"
Weightlifting,"Bantamweight, Boys"
Weightlifting,"Featherweight, Boys"
Weightlifting,"Lightweight, Boys"
Weightlifting,"Middleweight, Boys"
Weightlifting,"Heavyweight, Boys"
Weightlifting,"Super-Heavyweight, Boys"
Weightlifting,"Featherweight, Girls"
Weightlifting,"Bantamweight, Girls"
Weightlifting,"Lightweight, Girls"
Weightlifting,"Middleweight, Girls"
Weightlifting,"Heavyweight, Girls"
Weightlifting,"Super-Heavyweight, Girls"
Weightlifting,"Flyweight, Men  (discontinued)"
Weightlifting,"Bantamweight, Men  (discontinued)"
Weightlifting,"Heavyweight I, Men  (discontinued)"
Weightlifting,"Heavyweight II, Men  (discontinued)"
Weightlifting,"Unlimited, One Hand, Men  (discontinued)"
Weightlifting,"Unlimited, Two Hands, Men  (discontinued)"
Weightlifting,"All-Around Dumbbell Contest, Men  (discontinued)"
Winter Pentathlon (non-medal only),"Winter Pentathlon, Men  (discontinued)"
Wrestling,"Featherweight, Greco-Roman, Men"
Wrestling,"Welterweight, Greco-Roman, Men"
Wrestling,"Middleweight, Greco-Roman, Men"
Wrestling,"Light-Heavyweight, Greco-Roman, Men"
Wrestling,"Heavyweight, Greco-Roman, Men"
Wrestling,"Super-Heavyweight, Greco-Roman, Men"
Wrestling,"Featherweight, Freestyle, Men"
Wrestling,"Welterweight, Freestyle, Men"
Wrestling,"Middleweight, Freestyle, Men"
Wrestling,"Light-Heavyweight, Freestyle, Men"
Wrestling,"Heavyweight, Freestyle, Men"
Wrestling,"Super-Heavyweight, Freestyle, Men"
Wrestling,"Flyweight, Freestyle, Women"
Wrestling,"Featherweight, Freestyle, Women"
Wrestling,"Lightweight, Freestyle, Women"
Wrestling,"Middleweight, Freestyle, Women"
Wrestling,"Light-Heavyweight, Freestyle, Women"
Wrestling,"Heavyweight, Freestyle, Women"
Wrestling,"≤42 kilograms, Greco Roman, Boys"
Wrestling,"≤45 kilograms, Greco-Roman, Boys"
Wrestling,"≤50 kilograms, Greco Roman, Boys"
Wrestling,"≤58 kilograms, Greco Roman, Boys"
Wrestling,"≤69 kilograms, Greco Roman, Boys"
Wrestling,"≤85 kilograms, Greco Roman, Boys"
Wrestling,"≤46 kilograms, Freestyle, Boys"
Wrestling,"≤54 kilograms, Freestyle, Boys"
Wrestling,"≤63 kilograms, Freestyle, Boys"
Wrestling,"≤76 kilograms, Freestyle, Boys"
Wrestling,"≤100 kilograms, Freestyle, Boys"
Wrestling,"≤51 kilograms, Greco-Roman, Boys"
